#V3.30
#C North Sea/Skagerrak/Eastern Channel Cod
#
26 #_styr
75 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
1 #_Nsexes
20 #_Nages
1 #_N_areas
2 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
1	-1	1	1	0	Fleet1	#_1
3	 1	1	2	0	Fleet2	#_2
#_Catch data
#_year	season	fleet	catch	catch_se
 -999	1	1	      0	 0.01	#_1         
   26	1	1	18713.5	0.005	#_2         
   27	1	1	36839.2	0.005	#_3         
   28	1	1	54675.1	0.005	#_4         
   29	1	1	72104.8	0.005	#_5         
   30	1	1	90664.1	0.005	#_6         
   31	1	1	 105734	0.005	#_7         
   32	1	1	 114534	0.005	#_8         
   33	1	1	 115928	0.005	#_9         
   34	1	1	 110961	0.005	#_10        
   35	1	1	 105377	0.005	#_11        
   36	1	1	  98325	0.005	#_12        
   37	1	1	  90677	0.005	#_13        
   38	1	1	94253.4	0.005	#_14        
   39	1	1	 127505	0.005	#_15        
   40	1	1	 142960	0.005	#_16        
   41	1	1	 158189	0.005	#_17        
   42	1	1	 212680	0.005	#_18        
   43	1	1	 264864	0.005	#_19        
   44	1	1	 315765	0.005	#_20        
   45	1	1	 346888	0.005	#_21        
   46	1	1	 313591	0.005	#_22        
   47	1	1	 274342	0.005	#_23        
   48	1	1	 234859	0.005	#_24        
   49	1	1	 223056	0.005	#_25        
   50	1	1	 206574	0.005	#_26        
   51	1	1	 197814	0.005	#_27        
   52	1	1	 176475	0.005	#_28        
   53	1	1	 166882	0.005	#_29        
   54	1	1	 178304	0.005	#_30        
   55	1	1	 265448	0.005	#_31        
   56	1	1	 322125	0.005	#_32        
   57	1	1	 327046	0.005	#_33        
   58	1	1	 337143	0.005	#_34        
   59	1	1	 292874	0.005	#_35        
   60	1	1	 279925	0.005	#_36        
   61	1	1	 230317	0.005	#_37        
   62	1	1	 175622	0.005	#_38        
   63	1	1	 141767	0.005	#_39        
   64	1	1	 120599	0.005	#_40        
   65	1	1	 137030	0.005	#_41        
   66	1	1	 197350	0.005	#_42        
   67	1	1	 232230	0.005	#_43        
   68	1	1	 217923	0.005	#_44        
   69	1	1	 211039	0.005	#_45        
   70	1	1	 238644	0.005	#_46        
   71	1	1	 237056	0.005	#_47        
   72	1	1	 210512	0.005	#_48        
   73	1	1	 195660	0.005	#_49        
   74	1	1	 157616	0.005	#_50        
   75	1	1	 138231	0.005	#_51        
-9999	0	0	      0	    0	#_terminator
#_CPUE_and_surveyabundance_observations
#_Units:  0=numbers; 1=biomass; 2=F; >=30 for special types
#_Errtype:  -1=normal; 0=lognormal; >0=T
#_SD_Report: 0=no sdreport; 1=enable sdreport
#_Fleet	Units	Errtype	SD_Report
1	1	0	0	#_Fleet1
2	0	0	0	#_Fleet2
#
#_CPUE_data
#_year	seas	index	obs	se_log
   26	1	2	1434400	0.2	#_1         
   27	1	2	1044050	0.2	#_2         
   28	1	2	1234340	0.2	#_3         
   29	1	2	1825490	0.2	#_4         
   30	1	2	 970851	0.2	#_5         
   31	1	2	1561380	0.2	#_6         
   32	1	2	 676826	0.2	#_7         
   33	1	2	 461114	0.2	#_8         
   34	1	2	 578527	0.2	#_9         
   35	1	2	 473912	0.2	#_10        
   36	1	2	 361543	0.2	#_11        
   37	1	2	 751750	0.2	#_12        
   38	1	2	1218470	0.2	#_13        
   39	1	2	 637740	0.2	#_14        
   40	1	2	1248990	0.2	#_15        
   41	1	2	1079120	0.2	#_16        
   42	1	2	1161210	0.2	#_17        
   43	1	2	1722590	0.2	#_18        
   44	1	2	1511400	0.2	#_19        
   45	1	2	 910974	0.2	#_20        
   46	1	2	 841737	0.2	#_21        
   47	1	2	1192330	0.2	#_22        
   48	1	2	 855628	0.2	#_23        
   49	1	2	 653716	0.2	#_24        
   50	1	2	 937097	0.2	#_25        
   51	1	2	 650825	0.2	#_26        
   52	1	2	 434935	0.2	#_27        
   53	1	2	1286370	0.2	#_28        
   54	1	2	1494600	0.2	#_29        
   55	1	2	1058910	0.2	#_30        
   56	1	2	1036230	0.2	#_31        
   57	1	2	 825248	0.2	#_32        
   58	1	2	1268070	0.2	#_33        
   59	1	2	 898148	0.2	#_34        
   60	1	2	 700741	0.2	#_35        
   61	1	2	 572936	0.2	#_36        
   62	1	2	 436312	0.2	#_37        
   63	1	2	 531826	0.2	#_38        
   64	1	2	 554735	0.2	#_39        
   65	1	2	 813529	0.2	#_40        
   66	1	2	 645206	0.2	#_41        
   67	1	2	1042110	0.2	#_42        
   68	1	2	 626345	0.2	#_43        
   69	1	2	1187050	0.2	#_44        
   70	1	2	 622660	0.2	#_45        
   71	1	2	 503758	0.2	#_46        
   72	1	2	 534575	0.2	#_47        
   73	1	2	 265512	0.2	#_48        
   74	1	2	 502533	0.2	#_49        
   75	1	2	 549433	0.2	#_50        
-9999	0	0	      0	  0	#_terminator
0 #_N_discard_fleets
#_discard_units (1=same_as_catchunits(bio/num); 2=fraction; 3=numbers)
#_discard_errtype:  >0 for DF of T-dist(read CV below); 0 for normal with CV; -1 for normal with se; -2 for lognormal
#
#_discard_fleet_info
#
#_discard_data
#
#_meanbodywt
0 #_use_meanbodywt
 #_DF_for_meanbodywt_T-distribution_like
#
#_population_length_bins
2 # length bin method: 1=use databins; 2=generate from binwidth,min,max below; 3=read vector
2 # binwidth for population size comp
2 # minimum size in the population (lower edge of first bin and size at age 0.00)
120 # maximum size in the population (lower edge of last bin)
1 #_use_lencomp
#
#_len_info
#_mintailcomp	addtocomp	combine_M_F	CompressBins	CompError	ParmSelect	minsamplesize
-1	1e-06	0	0	0	0	1	#_Fleet1
-1	1e-06	0	0	0	0	1	#_Fleet2
60 #_N_lbins
#_lbin_vector
2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88 90 92 94 96 98 100 102 104 106 108 110 112 114 116 118 120 #_lbin_vector
#
#_lencomp
#_Yr	Seas	FltSvy	Gender	Part	Nsamp	l2	l4	l6	l8	l10	l12	l14	l16	l18	l20	l22	l24	l26	l28	l30	l32	l34	l36	l38	l40	l42	l44	l46	l48	l50	l52	l54	l56	l58	l60	l62	l64	l66	l68	l70	l72	l74	l76	l78	l80	l82	l84	l86	l88	l90	l92	l94	l96	l98	l100	l102	l104	l106	l108	l110	l112	l114	l116	l118	l120
   26	7	1	0	0	 75	0	0	0	0	1	0	0	 0	 0	 0	 0	0	0	0	 0	 0	 0	 0	 0	 0	0	 3	 1	 5	 3	 3	 4	 5	 2	 3	 6	 6	1	3	5	2	4	0	4	1	3	2	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	#_51        
   27	7	1	0	0	 75	0	0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	 0	 0	 0	 0	 0	0	 5	 2	 1	 7	 3	 4	 4	 3	 4	 3	 4	5	1	3	3	2	3	1	1	3	3	2	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	#_52        
   28	7	1	0	0	 75	0	0	0	0	0	0	0	 0	 0	 0	 0	0	0	1	 0	 0	 0	 0	 0	 0	0	 8	 6	 4	 3	 0	 2	 4	 2	 4	 3	 5	3	5	2	3	2	3	3	1	2	1	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	#_53        
   29	7	1	0	0	 75	0	0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	 0	 0	 0	 0	 0	0	 7	 7	 3	 4	 2	 3	 5	 3	 4	 2	 1	3	6	2	3	4	1	1	3	2	3	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	#_54        
   30	7	1	0	0	 75	0	0	0	0	0	0	0	 0	 0	 0	 0	0	1	0	 0	 0	 0	 0	 0	 0	0	 5	 4	 4	 6	 8	 3	 4	 3	 5	 1	 1	1	2	3	2	3	2	3	2	2	2	3	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	#_55        
